SMILE,IC50,Source
CCCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2)OC)[N+](=O)[O-],50000,Pubchem
CC1=C(C=C(C=C1)N(/C=C\2/C(=O)C3=CC=CC=C3S2)C(=O)C)C,50000,Pubchem
CN1C(=O)C2=C(NC1=O)N=NC(=N2)C3=CC=CC=C3,50000,Pubchem
CCC(=O)OC1=CC=C(C=C1)C(=O)NC2=CNC(=O)NC2=O,50000,Pubchem
CCOC(=O)C1=CC=CC=C1NC(=O)C2=C(N(C(=O)NC2=O)C)N,50000,Pubchem
CCCOC1=CC=C(C=C1)C(=O)NC2=CNC(=O)NC2=O,50000,Pubchem
COC(=O)C1=CC=CC=C1NC(=O)C2=C(C3=C(CCCC3)NC2=O)O,50000,Pubchem
CN1C=C(C(=O)N(C1=O)C)C(=O)CNC2=CC=CC=C2,50000,Pubchem
CCOC(=O)C1=CC(=CC=C1)NC(=O)C2=C(NC(=O)NC2=O)O,50000,Pubchem
CCOC1=CC=C(C=C1)NC(=O)C2=C(N(C(=O)NC2=O)C)N,50000,Pubchem
C1=CC=C(C=C1)NC(=O)C2=C(NC(=S)NC2=O)O,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NS(=O)(=O)C2=C(N(C(=O)N(C2=O)C)C)N,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(NC(=O)NC2=O)NCC3=CC=CC=C3,50000,Pubchem
CN1C(=C(C(=O)N(C1=O)C)S(=O)(=O)NC2=CC=CC=C2)N,50000,Pubchem
C1=CC=C(C=C1)N/N=C/C2=C(NC(=S)NC2=O)O,50000,Pubchem
CCOC(=O)C1=CC=CC=C1NC(=O)C2=C(NC(=S)NC2=O)O,50000,Pubchem
CC1=CC=C(C=C1)N=CC2=C(N(C(=O)NC2=O)C3=CC=C(C=C3)C)O,50000,Pubchem
CCCCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(NC(=O)NC2=O)O,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(N(C(=O)NC2=O)CC3=CC=CC=C3)N,50000,Pubchem
CCOC(=O)C1=CC=CC=C1NC(=O)C2=C(NC(=O)NC2=O)O,50000,Pubchem
CCCCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(N(C(=O)NC2=O)C)N,50000,Pubchem
C1CCC(CC1)NC2=C(C(=O)NC(=O)N2)[N+](=O)[O-],50000,Pubchem
CN1C2=C(C(CC(=O)N2)C3=CC=C(C=C3)C(F)(F)F)C(=O)N(C1=O)C,50000,Pubchem
CC1=CC=C(C=C1)NC(=O)C2=CNC(=O)NC2=O,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NS(=O)(=O)C2=C(NC(=O)NC2=O)N,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(NC(=O)NC2=O)O,50000,Pubchem
CCOC1=CC=C(C=C1)NC(=O)C2=C(NC(=O)NC2=O)O,50000,Pubchem
CCOC(=O)CCCCCNC(=O)C1=C(N(C(=O)N(C1=O)C)C)N,50000,Pubchem
CN1C(=C(C(=O)NC1=O)C(=O)NC2=CC=CC=C2)N,50000,Pubchem
CCOC(=O)C1=CC(=CC=C1)NC(=O)C2=C(NC(=O)NC2=O)NCC3=CC=CC=C3,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(N(C(=O)N(C2=O)C)C)N,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(N(C(=O)NC2=O)C)N,50000,Pubchem
CCCC(=O)C1=C(NC(=O)NC1=O)O,50000,Pubchem
CC(=O)N(CN1C(=O)C2=CC=CC=C2C1=O)C3=CC=C(C=C3)OC,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)N=C(S3)N,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=CN=C2)Br,50000,Pubchem
CCCCCCC(=O)N(CN1C(=O)C2=CC=CC=C2C1=O)C3=CC=C(C=C3)OCC4=CC=CC=C4,50000,Pubchem
CCC1=CC=C(C=C1)C2=NN(C3=NC(=O)N(C(=O)C3=N2)C)CC,50000,Pubchem
C1=CC(=CC=C1COC2=C(C=C(C=C2Cl)C=C3C(=O)NC(=O)NC3=O)Cl)C(=O)O,50000,Pubchem
CC(=O)C1=CC=C(C=C1)N(CN2C(=O)C3=C(C2=O)C=C(C=C3)[N+](=O)[O-])C(=O)C,50000,Pubchem
CC1=CC=C(C=C1)N(/C=C\2/C(=O)C3=CC=CC=C3S2)C(=O)C,50000,Pubchem
CCCCCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)[N+](=O)[O-],50000,Pubchem
CN1C(=O)C2=C(NC1=O)N=NC(=N2)C3=CC=C(C=C3)[N+](=O)[O-],50000,Pubchem
CC(=O)N(CN1C(=O)C2=CC=CC=C2C1=O)C3=CC(=C(C=C3)Cl)Cl,50000,Pubchem
C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C=C4C(=O)NC(=O)NC4=O,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2C3CC(C2C(=O)O)C=C3,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(OC(=O)C=C2C)C,50000,Pubchem
CC(=O)N(CN1C(=O)C2=C(C1=O)C=C(C=C2)[N+](=O)[O-])C3=CC=CC=C3OC,50000,Pubchem
CC(=O)N(CN1C(=O)C2=CC(=C(C=C2C1=O)Cl)Cl)C3=CC=C(C=C3)OC,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=O)NC3=CC=CC=C32,50000,Pubchem
CN1C(=O)C2=C(NC1=O)N=NC(=N2)C3=CC(=C(C=C3)OC)OC,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)N=CC2=C(N(C(=O)NC2=O)CC3=CC4=C(C=C3)OCO4)O,50000,Pubchem
CC(=O)N(/C=C\1/C(=O)C2=CC=CC=C2S1)C3=C(C=CC(=C3)C(F)(F)F)Cl,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)N=C(C2=CC=CC=C2)C3=C(N(C(=O)N(C3=O)C)C)O,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2CCC(CC2)C,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)SN=N3,50000,Pubchem
CC1=C(C=C(C=C1)N(CN2C(=O)C3=CC(=C(C=C3C2=O)Cl)Cl)C(=O)C)Cl,50000,Pubchem
CCCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(C(=C(C(=C2F)F)F)F)F,50000,Pubchem
CC(C(=O)C1=CC=CC=C1)OC(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)Br,50000,Pubchem
CC(=O)N(/C=C\1/C(=O)C2=CC=CC=C2S1)C3=CC=CC=C3OC,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)N=CC2=C(N(C(=O)NC2=O)C3=CC=C(C=C3)C)O,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2C3CC(C2(C)C(=O)O)C=C3,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)N=CC2=C(N(C(=O)NC2=O)C3=CC=CC(=C3)C)O,50000,Pubchem
CC(=O)N(CN1C(=O)C2=C(C1=O)C=C(C=C2)[N+](=O)[O-])C3=CC=C(C=C3)OC4=CC=CC=C4,50000,Pubchem
CC1=NO[N+](=C1COC2=C(C=C(C=C2)C=C3C(=O)NC(=O)NC3=O)OC)[O-],50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)N=CC2=C(N(C(=O)NC2=O)CC3=CC=CC=C3Cl)O,50000,Pubchem
CC(=O)N(CN1C(=O)C2=CC=CC=C2C1=O)C3=CC=C(C=C3)Br,50000,Pubchem
CC1=CC=C(C=C1)C2=NC3=C(NC(=O)N(C3=O)C)N=N2,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)N=CC2=C(N(C(=O)NC2=O)CC3=CC=CC=C3)O,50000,Pubchem
COC1=C(C(=CC(=C1)C=C2C(=O)NC(=O)NC2=O)Cl)O,50000,Pubchem
CC1=CC(=CC=C1)N(CN2C(=O)C3=CC=CC=C3C2=O)C(=O)C,50000,Pubchem
CC1=CC=C(C=C1)N(CN2C(=O)C3=CC=CC=C3C2=O)C(=O)C,50000,Pubchem
CCCC(=O)C1=C(NC(=O)NC1=O)O,50000,Pubchem
CC(=O)N(/C=C\1/C(=O)C2=CC=CC=C2S1)C3=CC=CC=C3OC(=O)C,50000,Pubchem
CCCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=NC3=C2C=CC(=C3C)Cl)C4=CC=CS4,50000,Pubchem
CC(=O)N(/C=C\1/C(=O)C2=CC=CC=C2S1)C3=C(C=CC(=C3)C(F)(F)F)Cl,50000,Pubchem
CC(=O)N(C1=CC=CC=C1I)/N=C\2/C(=O)C3=CC=CC=C3S2,50000,Pubchem
CN1C(=O)C2=C(NC1=O)N=NC(=N2)C3=CC4=C(C=C3)OCO4,50000,Pubchem
CN1C(=C(C(=O)N(C1=O)C)C(=O)C2=CC=CC=C2Cl)O,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2CC(=O)N=C(S2)N,50000,Pubchem
CCCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2)C)I,50000,Pubchem
CC1=CC=CC=C1N(CN2C(=O)C3=CC=CC=C3C2=O)C(=O)C,50000,Pubchem
C1=CC=C(C=C1)OCCOC2=CC=CC=C2C=C3C(=O)NC(=O)NC3=O,50000,Pubchem
COC1=C(C=CC(=C1)C=C2C(=O)NC(=O)NC2=O)OCC3=C(C=C(C=C3)Cl)Cl,50000,Pubchem
CC(=O)N(CN1C(=O)C2=CC=CC=C2C1=O)C3=CC(=CC=C3)F,50000,Pubchem
CCCCCC(=O)N(CN1C(=O)C2=CC=CC=C2C1=O)C3=CC=C(C=C3)OCC4=CC=CC=C4,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2CC3=CC=CC=C3C(=O)O2,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2C3CCC(C3)C2C(=O)O,50000,Pubchem
CC(=O)OC1=C(C(=C(C2=CC=CC=C21)OC(=O)C)Cl)N3CCOCC3,50000,Pubchem
COC1=CC=C(C=C1)N(CN2C(=O)C3=CC=CC=C3C2=O)C(=O)C(F)(F)F,50000,Pubchem
CCC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)OCC,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)N=CC2=C(N(C(=O)N(C2=O)C)C)O,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2CCCCC2C(=O)O,50000,Pubchem
CN1C(=O)C2=C(NC1=O)N=NC(=N2)C3=CC(=C(C=C3)OC)OC,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)SN=N3,50000,Pubchem
CCCCCCC(=O)N(CN1C(=O)C2=CC=CC=C2C1=O)C3=CC=CC=C3,50000,Pubchem
CCCCCC(=O)N(CN1C(=O)C2=CC=CC=C2C1=O)C3=CC=CC=C3OC,50000,Pubchem
CC1=CC=C(C=C1)N(/C=C\2/C(=O)C3=CC=CC=C3S2)C(=O)C,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC3=CC=CC=C3OC2=O,50000,Pubchem
C1=CC=C(C=C1)C2=C(C3=C(NC2=O)N(C(=O)N(C3=O)C4=CC=CC=C4)C5=CC=CC=C5)O,50000,Pubchem
CC(=O)N(CN1C(=O)C2=CC=CC=C2C1=O)C3=CC=C(C=C3)I,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2COC3=CC=CC=C3O2,50000,Pubchem
CC(=O)N(/C=C/1\C(=O)C2=CC=CC=C2S1)C3=CC=CC=C3OC(=O)C,50000,Pubchem
CC1=CC(=C(C=C1)C)N(CN2C(=O)C3=CC=CC=C3C2=O)C(=O)C,50000,Pubchem
CCCCOC(=O)C1=CC=C(C=C1)N=CC2=C(NC(=O)NC2=O)O,50000,Pubchem
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2CCC(CC2)C(C)(C)C,50000,Pubchem
CC1=CC(=C(C=C1)N(C(=O)C)/N=C\2/C(=O)C3=CC=CC=C3S2)C,50000,Pubchem
CC(=O)N(CN1C(=O)C2=CC=CC=C2C1=O)C3=CC=C(C=C3)OC4=CC=CC=C4,50000,Pubchem
CC1=CC=C(C=C1)C(=O)CN2C=CC(=C(NCC3=CC=CC=C3)O)C=C2,50000,Pubchem
CCN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC(=CC=C3)Cl)C,50000,Pubchem
CN1C2=C(C(=O)N(C1=O)C)N=C(N=N2)C3=CC=C(C=C3)N(C)C,50000,Pubchem
CCCCCC(=O)N(CN1C(=O)C2=CC=CC=C2C1=O)C3=CC=CC(=C3)C(=O)O,50000,Pubchem
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N=CC2=C(NC(=O)NC2=O)O,50000,Pubchem
CCCCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=C(C(=C2)OCC)OCC)OCC,50000,Pubchem
COC1=CC=C(C=C1)/C=C/C(=O)C2=C(N(C(=O)NC2=O)CCC3=CCCCC3)O,50000,Pubchem
CC1(CC(=C(C(=O)C1)C2(C(=O)NC(=O)NC2=O)O)O)C,50000,Pubchem
CCOC(=O)C1=CC(=CC=C1)NC(=O)C2=C(N(C(=O)NC2=O)C)N,50000,Pubchem
C1=CC=C(C=C1)NS(=O)(=O)C2=C(NC(=O)NC2=O)N,50000,Pubchem
C1=CN=CC=C1C(=O)N/N=C/C2=C(NC(=O)NC2=O)O,50000,Pubchem
C1=CC=C(C=C1)NC(=O)C2=C(NC(=O)NC2=O)O,50000,Pubchem
CC(C)C1=CC=C(C=C1)NC(=O)COC(=O)C2=CNC(=O)NC2=O,50000,Pubchem
COC1=CC=CC=C1NS(=O)(=O)C2=C(NC(=O)NC2=O)N,50000,Pubchem
CC(=O)N(C1=CC=CC=C1Cl)/N=C\2/C(=O)C3=CC=CC=C3S2,50000,Pubchem
C[C@@]12[C@H]([C@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,50000,Pubchem
CC1=CC(=NC(=N1)C2=CC=CC=C2O)NCCCN,50000,Pubchem
CS(=O)(=O)N1CCN(CC1)C2=CC=CC=C2NC(=O)C3=CC=C(O3)Br,50000,Pubchem
CCC(=O)NC1=C2CSCC2=NN1C3=CC=CC=C3C,50000,Pubchem
C1=CN=CC=C1/C=N/NC2=C(C=NC=C2Cl)Cl,50000,Pubchem
CCC1=NNC2=CC=CC3=C(C=CC1=C32)OC,50000,Pubchem
CC1=CC(=O)OC2=C1C(=CC(=C2)OC(=O)C)OC(=O)C,50000,Pubchem
C1COCCN1CC2=CC=C(C=C2)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)Cl,50000,Pubchem
C1=CC=C(C=C1)C2=C3C(=CC=C2)N=C(N=C3NCC4=CC=CC=N4)Cl,50000,Pubchem
C1=CC=C(C=C1)C2=C3C(=CC=C2)N=C(N=C3NCC4=CC=CC=N4)Cl,50000,Pubchem
CCCN1C(=O)C2=CC=CC=C2N3C1=NN=C3SC,50000,Pubchem
C1=CC=C(C=C1)CCN2C(=O)C3=CC=CC=C3N4C2=NNC4=O,50000,Pubchem
C1=CC=C(C=C1)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NN=C4N,50000,Pubchem
CC1=NN=C2N1C3=C(C=C(C=C3)F)C(=O)N2CCC4=CC=CC=C4,50000,Pubchem
C1=CC=C(C=C1)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NN=C4,50000,Pubchem
CSC1=NN=C2N1C3=CC=CC=C3C(=O)N2CCC4=CC=CC=C4,50000,Pubchem
CCCN1C(=O)C2=CC=CC=C2N3C1=NN(C3=S)CC(=O)C4=CC=CC=C4,50000,Pubchem
CNC(=S)N1CN(C(=O)C2=C1C=CC(=C2)F)CCC3=CC=CC=C3,50000,Pubchem
CC(C)(C)C1CCC(CC1)C(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,50000,Pubchem
CCCN1C(=O)C2=C(C=CC(=C2)F)N3C1=NN=C3SC,50000,Pubchem
CCCN1C(=O)C2=C(C(=CC=C2)F)N3C1=NN=C3SC,50000,Pubchem
CCCN1C(=O)C2=C(C(=CC=C2)Cl)N3C1=NN=C3SC,50000,Pubchem
CCCN1C(=O)C2=C(C(=CC=C2)OC)N3C1=NN=C3SC,50000,Pubchem
CCOC1=CC=C(C=C1)C(=O)NC,64700,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCCCC3=CC=CC=C3,66000,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCCCCCCCC3=CC=CC=C3,70000,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCCCCC3=CC=CC=C3,94000,Pubchem
CNC(=O)C1=CC=C(C2=CC=CC=C21)OC,99000,Pubchem
C1=CC(=CC=C1/C=C(\C#N)/C(=O)N)C2=CC=NC=C2,100000,Pubchem
CNC(=O)C1=CC=CC2=CC=CC=C21,104000,Pubchem
CNC(=O)C1=CC=C(C=C1)OC,125000,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCCCCCCC3=CC=CC=C3,154000,Pubchem
C[C@@H](CP(=O)(O)O)[C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C,174000,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OC,200000,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCC[C@H](CO)O,200000,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CC[C@H](CO)O)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)O,200000,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCC(=O)O,200000,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCC3=CC=CS3,200000,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCC=C,200000,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCC3=CC=CC=C3,200000,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCCC3=CC=CC=C3,200000,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)O,200000,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1C)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)O,200000,Pubchem
CC1=CC=C(C=C1)C2=CN(C(=O)C=N2)CC(=O)NC,250000,Pubchem
CNC(=O)C1=CC2=C(C(=C1)OC)OCCO2,300000,Pubchem
C1=CC(=CC=C1/C=C/C#N)C2=CC=NC=C2,300000,Pubchem
CCOP(=O)(/C(=C/C1=CC=C(C=C1)C2=CC=NC=C2)/C#N)OCC,300000,Pubchem
CC1=NC(=NO1)C2=CC=C(C=C2)C(=O)NC,320000,Pubchem
CC1=CC2=C(C=C1)OCC(=O)N2CC(=O)NC,350000,Pubchem
CNC(=O)C1=CN(C2=CC=CC=C21)S(=O)(=O)C3=CC=CC=C3,375000,Pubchem
CNC(=O)C1CC(NN1)C2=CC(=CC=C2)OC,380000,Pubchem
CNC(=O)C1=CC2=C(C=C1)N=CC=C2,400000,Pubchem
CC1=CC2=C(S1)N=CN=C2SCC(=O)NC,475000,Pubchem
CNC(=O)C1=CC(=C(S1)C(F)(F)F)C2=CC=CC=C2,500000,Pubchem
CC1=[N+](C(C=C1C(=O)NC)CCCN2CCOCC2)C3=CC=CC=C3,550000,Pubchem
CC1=C(C=C(N1C2=CC=CC=C2)C3=CC=CC=C3)C(=O)NC,600000,Pubchem
CNC(=O)C1=C(C(=C(S1)C(F)(F)F)C2=CC=CC=C2)N,600000,Pubchem
CCOc1ccc(Nc2ncc3c(n2)-c2ccccc2NC(=O)C3)cc1,100000,CHEMBL
O=C1Cc2cnc(Nc3ccc(O)cc3)nc2-c2ncccc2N1,55000,CHEMBL
O=C1Cc2cnc(Nc3cccc(O)c3)nc2-c2ncccc2N1,100000,CHEMBL
C#CNC(=O)/C(C#N)=c1\s/c(=C/Nc2ccc(OCCN(C)C)cc2)c(=O)n1CC,71,CHEMBL
N#Cc1cc([N+](=O)[O-])c2sc(C(N)=O)[n+]([O-])c2c1,10000,CHEMBL
Cc1ccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)cc1,70,CHEMBL
Cc1ccccc1COc1cc(-n2cnc3cc(Cl)ccc32)sc1C(N)=O,21,CHEMBL
CS(=O)(=O)c1ccc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2c1,12,CHEMBL
COc1ccc2c(c1)ncn2-c1cc(OCc2ccccc2C(F)(F)F)c(C(N)=O)s1,8,CHEMBL
COc1cc2ncn(-c3cc(OCc4ccccc4Br)c(C(N)=O)s3)c2cc1OC,2,CHEMBL
COc1cc2ncn(-c3cc(OCC4CCCC4)c(C(N)=O)s3)c2cc1OC,34,CHEMBL
Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)cc1Cl,30000,CHEMBL
CC(C)N1c2nc(-n3ccnc3-c3ccc(F)cc3)ncc2N(C)C(=O)C12CCC2,25300,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1cn[nH]c1,8670,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1cnn(C)c1,3290,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccccc3)nc2N1[C@H]1CCOC1,380,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(-c3cn[nH]c3-c3nccs3)nc2N1C1CCOCC1,250,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccccc3)nc2N1C1CCCC1,8,CHEMBL
C=Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCN(C)CC4)ccc3OC(F)(F)F)ncc1CC2,1,CHEMBL
NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1C(F)(F)F,35,CHEMBL
Cn1cncc1-c1cc(OCc2ccccc2C(F)(F)F)c(C(N)=O)s1,430,CHEMBL
CCNCc1ccc([C@@H](C)Oc2cc(-c3cnc4ccccn34)sc2C(N)=O)c(Cl)c1,21,CHEMBL
CNC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F,1000,CHEMBL
COc1ccccc1COc1cc(-n2cnc3ccccc32)sc1C(N)=O,12,CHEMBL
COc1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)cc1CCCN(C)C,1,CHEMBL
C[C@H](Nc1cc2c(-c3cc(Cl)cc(CCCO)c3)noc2cn1)c1ccccc1,99,CHEMBL
C[C@H](Nc1cc2c(-c3ccc4c(c3)OCO4)noc2cn1)c1ccccc1,214,CHEMBL
Cc1ccc(-c2noc3cnc(N[C@@H](C)c4ccccc4)cc23)cc1,1170,CHEMBL
Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,10000,CHEMBL
CCN(CC)CCN(C)c1ccc(OC(F)(F)F)c(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)c1,60,CHEMBL
CCn1c(=O)/c(=C\Nc2ccc(CCN3CCCC3)cc2)s/c1=C(/C#N)C(=O)NCC(F)(F)F,100,CHEMBL
O=[N+]([O-])c1ccc(Nc2nccc(-c3cccc([N+](=O)[O-])c3)n2)cc1,6500,CHEMBL
O=C(/C=C/c1cccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1)NO,6800,CHEMBL
O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1)NO,9100,CHEMBL
Nc1ccccc1NC(=O)CCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,27000,CHEMBL
CC[C@@H]1C(=O)Nc2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCCC1,37.2,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,4,CHEMBL
COc1cc(C(=O)NC2CCCCC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,160,CHEMBL
COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,100000,CHEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4cccnc4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,1,CHEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N)n4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,1,CHEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,2,CHEMBL
