SMILE,IC50,Source
CCC1C(=O)N(C2=CN=C(N=C2N1C3=NN(C=C3)C)NC4=CC=C(C=C4)S(=O)(=O)NCCCO)C,673.5,Pubchem
CC1=C2C=NC(=NN2C(=N1)C3=CC=CC=C3)NC4=CC=C(C=C4)OC,680,Pubchem
C[C@H]([C@H]1C(=O)N2[C@@H](CC[C@H]2OCCNC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)[C@H](CCSC)NC(=O)[C@@H]3CCCN3)C(=O)N[C@@H](CC(C)C)C(=O)OC)OP(=O)(O)O,680,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4C(F)(F)F)OC,700,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4C(F)(F)F)OC,700,Pubchem
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC=C(C=C4)OC,703,Pubchem
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC=C(C=C4)OC,703,Pubchem
CC1=CC(=C(O1)C(F)(F)F)NC(=O)NC2=NC=C(S2)CCNC3=CC(=NC=N3)NC4=NC=NN4,720,Pubchem
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1C4CCCC4)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C)OC)C,724,Pubchem
C1=CC=C(C(=C1)C(=O)N)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O,730,Pubchem
CN1CCN(CC1)CC2=CC(=CC=C2)NC3=NC=C4CC(=O)NC5=C(C4=N3)C=CC(=C5)Cl,730,Pubchem
CCC1C(=O)N(C2=CN=C(N=C2N1C3=NN(C=C3)C)NC4=CC=C(C=C4)S(=O)(=O)NC)C,742,Pubchem
CC(C1=CC=CC=C1)NC2=NC=C(C(=N2)N3CCC4=CC=CC=C4C3)C#N,750,Pubchem
COC1=CC2=C(C=C1)C3=NC(=NC=C3CC(=O)N2)NC4=CC=C(C=C4)O,750,Pubchem
C1=CC2=C(C=C1F)C(=O)N(C3=NNC(=S)N23)CCC(F)(F)F,750,Pubchem
C1=CC2=C(C=C1F)C(=O)N(C3=NNC(=S)N23)CCC(F)(F)F,750,Pubchem
C1=CC2=C(C=C1F)C(=O)N(C3=NNC(=S)N23)CCC(F)(F)F,750,Pubchem
CC1=NC2=C(N1)C3(CCN(CC3)CC4=CC=CC=C4)C(=C(O2)N)C#N.Cl,770,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C(C)C)C3=C(NN=C3)C4=NC=CS4)C,770,Pubchem
C1CC1CN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,770,Pubchem
C1CC1CN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,770,Pubchem
C1CC1CN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,770,Pubchem
CC1=CSC=C1C2=NOC3=CN=C(C=C32)N[C@@H](C)C4=CC=CC=C4,779,Pubchem
CC1=CSC=C1C2=NOC3=CN=C(C=C32)N[C@@H](C)C4=CC=CC=C4,779,Pubchem
C1=CC(=CC(=C1)NC(=O)C2=C(NN=C2)N)C(F)(F)F,780,Pubchem
CCC1=CC=C(C=C1)C2=NN(C3=NC(=O)N(C(=O)C3=N2)C)CC,786,Pubchem
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1CC4CCCCC4)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C(=O)CCCOC7=CC=CC8=C7C(=O)N(C8=O)C9CCC(=O)NC9=O)OC)C,788,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC,794,Pubchem
COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC,794.33,Pubchem
CC(C)(C)OC(=O)N1CCC2=C(C1=O)C=C(N2C)C3=NC(=NC=C3)NC4=C(C=CC(=C4)N5CCN(CC5)C)OC(F)(F)F,817,Pubchem
C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(C=CC(=C2)C3=C(N=CC(=C3)C4=CC(=CS4)CN(C)C)N)C(=O)N,820,Pubchem
C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,823,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,830,Pubchem
C[C@H]([C@H]1C(=O)N2[C@@H](CC[C@H]2OCCNC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)C3=CC(=CC(=C3)OCCOCCOCCOCCOC)OCCOCCOCCOCCOC)C(=O)N[C@@H](CC(C)C)C(=O)OC)OP(=O)(O)O,830,Pubchem
COC1=CC2=C(C=C1)C3=NC(=NC=C3CC(=O)N2)NC4=CC(=CC=C4)O,840,Pubchem
CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=C(C=C3)C(F)(F)F)C,851,Pubchem
CC1=[N+](C=CC2=C1N(C3=C2C=CC(=C3)OCC4=CC=C(C=C4)F)CCCC5=CC=CC=C5)CC6=CC=CC=C6.[Br-],854,Pubchem
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)C,859,Pubchem
COC1=CC=CC=C1NC2=NC=NC3=C2NC=N3,860,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCCCCC2=C(C=CC=C2F)OC3=CC=CC(=C3)OCC4=CC=CC=C4)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]5CCCN5C(=O)C)OP(=O)(O)O,862,Pubchem
C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,864.6,Pubchem
C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,864.6,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C(C)C)N3C=CN=C3C4=CC=CC=C4)C,870,Pubchem
C1=CC=NC(=C1)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,870,Pubchem
C1=CC=NC(=C1)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,870,Pubchem
C1=CC=NC(=C1)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,870,Pubchem
CN1C2=C(CCC3=CN=C(N=C32)NC4=CC=C(C=C4)C(F)(F)F)C(=N1)C(=O)N,872,Pubchem
CCC1C(=O)N(C2=CN=C(N=C2N1C3=NN(C=C3)C)NC4=CC=C(C=C4)S(=O)(=O)NCC(C)C)C,882.7,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCCC5)OCC6=CC=CC=C6)C,884.6,Pubchem
C1=CC2=C(C=C1F)C(=O)N(C3=NNC(=S)N23)CCC4=CC=NC=C4,890,Pubchem
C1=CC2=C(C=C1F)C(=O)N(C3=NNC(=S)N23)CCC4=CC=NC=C4,890,Pubchem
C1=CC2=C(C=C1F)C(=O)N(C3=NNC(=S)N23)CCC4=CC=NC=C4,890,Pubchem
CC1=[N+](C=CC2=C1N(C3=C2C=CC(=C3)OC)CC4=CC(=CC=C4)Cl)CCCC5=CC=CC=C5.[Br-],897,Pubchem
CC(=O)NC1=CC=C(C=C1)NC2=NC=C(C(=N2)NC3=CC=CC=C3C(=O)C4=CC=CC=C4)[N+](=O)[O-],900,Pubchem
CCN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=C(C=C3)OC)C,912,Pubchem
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1CC4=CC=C(C=C4)F)NC5=CC=CC=C5OC)C,914,Pubchem
CCN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=C(C=C3)C)C,932,Pubchem
CN1C2=C(CCC3=CN=C(N=C32)NC4=CC=CC=C4CC5=CC=CC=C5)C(=N1)C(=O)N,943,Pubchem
CN1C2=C(CCC3=CN=C(N=C32)NC4=CC=CC=C4NC5=CC=CC=C5)C(=N1)C(=O)N,949,Pubchem
CC(C)(C)C1=CC=C(C=C1)NC2=NC(=NC=C2C3=NNN=N3)NCC4=CN=CC=C4,960,Pubchem
C1COCCN1CC(CN2C=C(C3=CC=CC=C32)CC(=O)O)O,960,Pubchem
COC1=CC=CC(=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,960,Pubchem
COC1=CC=CC(=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,960,Pubchem
COC1=CC=CC(=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,960,Pubchem
CC1(CC(CC(N1C)(C)C)NC2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)C)C,964,Pubchem
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1CC4=CC(=CC=C4)C(F)(F)F)NC5=CC=CC=C5OC)C,975,Pubchem
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC(=CC=C4)N(C)C,977,Pubchem
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC(=CC=C4)N(C)C,977,Pubchem
C1CNC(=O)C2=C1NC(=C2)C3=CC=NC=C3,980,Pubchem
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1CC4CCCCC4)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C(=O)COC7=CC=CC8=C7C(=O)N(C8=O)C9CCC(=O)NC9=O)OC)C,985,Pubchem
C1=CC(=CC=C1CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)C#N,990,Pubchem
C1=CC(=CC=C1CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)C#N,990,Pubchem
C1=CC(=CC=C1CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)C#N,990,Pubchem
CC1=CC(=C(C=C1)NC(=S)NCCNC2=NC=CC(=N2)C(F)(F)F)C,1000,Pubchem
C1=CC2=C(NC=C2C3=CC=C(C=C3)/C=C(\C#N)/C(=O)N)N=C1,1000,Pubchem
COC1=CC(=CC(=C1O)OC)/C=C(\C#N)/C2=C(C(=NN2)N)C#N,1030,Pubchem
CC1=C2C(=NN1)OC(=C(C23CCN(CC3)CC4=CC=CC=C4)C#N)N,1030,Pubchem
CCCN1C(=O)C2=CC=CC=C2N3C1=NNC3=S,1030,Pubchem
CCCCN1C(=O)C2=CC=CC=C2N3C1=NNC3=S,1030,Pubchem
CCCCN1C(=O)C2=CC=CC=C2N3C1=NNC3=S,1030,Pubchem
CCCN1C(=O)C2=CC=CC=C2N3C1=NNC3=S,1030,Pubchem
CCCN1C(=O)C2=CC=CC=C2N3C1=NNC3=S,1030,Pubchem
CCCN1C(=O)C2=CC=CC=C2N3C1=NNC3=S,1030,Pubchem
C1COC2=C(O1)C=CC(=C2)NC3=NC(=NC=C3C4=NNN=N4)NCCC5=CC=CS5,1040,Pubchem
CCC1C(=O)N(C2=CN=C(N=C2N1C3=NN(C=C3)C)NC4=CC=C(C=C4)S(=O)(=O)N)C,1048,Pubchem
CC1=CC=C(C=C1)/C=C/C(=O)NNC(=O)C2=CC3=C(C=C2)OCCO3,1050,Pubchem
CC1=C2C=NC(=NN2C(=N1)C3=CC=C(C=C3)C(F)(F)F)NC4=CC(=C(C(=C4)OC)OC)OC,1060,Pubchem
COC1=CC=C(C=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1060,Pubchem
COC1=CC=C(C=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1060,Pubchem
C1=CC(=CN=C1)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1070,Pubchem
C1=CC(=CN=C1)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1070,Pubchem
C[C@H]([C@H]1C(=O)N[C@H](CSCC(=O)N(CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CO)CC2=CN=CN2CCCCCCCCC3=CC=CC=C3)CC(C)C)CCCCCC(=O)NCCC4=CN(C5=CC=CC=C54)C(=O)C)C(=O)N)OP(=O)(O)O,1080,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)NCCCCCCCCC1=CC=CC=C1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)C)OP(=O)(O)O,1100,Pubchem
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1CC4CCCCC4)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)CCCCCOC7=CC=CC8=C7C(=O)N(C8=O)C9CCC(=O)NC9=O)OC)C,1116,Pubchem
CN1C2=C(CCC3=CN=C(N=C32)NC4=CC=CC=C4C(=O)OC)C(=N1)C(=O)N,1117,Pubchem
C1CNC(=O)C2=C1NC(=C2)C3=NC(=NC=C3)N,1131,Pubchem
CCCCNC(=O)C1=CC2=C(C=C1)N(C=C2)C3=NC=C4C(=N3)N(C(C(=O)N4C)CC)C5=NN(C=C5)C,1147,Pubchem
C1=CC(=CC(=C1)Cl)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1150,Pubchem
COC1=CC=CC=C1CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1150,Pubchem
C1=CC(=CC(=C1)Cl)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1150,Pubchem
COC1=CC=CC=C1CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1150,Pubchem
C1=CC(=CC=C1CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)O,1160,Pubchem
CCCN1C(=O)C2=C(C=CC(=C2)F)N3C1=NNC3=S,1160,Pubchem
CCCN1C(=O)C2=C(C=CC(=C2)F)N3C1=NNC3=S,1160,Pubchem
CCCN1C(=O)C2=C(C=CC(=C2)F)N3C1=NNC3=S,1160,Pubchem
C1=CC(=CC=C1CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)O,1160,Pubchem
CC1=CC=C(C=C1)C2=NOC3=CN=C(C=C32)N[C@@H](C)C4=CC=CC=C4,1170,Pubchem
CC1=CC=C(C=C1)C2=NOC3=CN=C(C=C32)N[C@@H](C)C4=CC=CC=C4,1170,Pubchem
CC1=CC=C(C=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1180,Pubchem
CC1=CC=C(C=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1180,Pubchem
C[C@H]1C[C@@H]1N2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1190,Pubchem
C[C@H]1C[C@@H]1N2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1190,Pubchem
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1CC4CCCCC4)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C(=O)CCCCOC7=CC=CC8=C7C(=O)N(C8=O)C9CCC(=O)NC9=O)OC)C,1192,Pubchem
CC1=C2C=NC(=NN2C(=N1)C3=CC=CC=C3)NC4=CC=CC=C4,1200,Pubchem
CN1C2=CC=CC=C2N=C1C3=NC(=NC=C3)NC4=CC(=C(C=C4)OC)O,1200,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCCC5)OC)COC,1200,Pubchem
CCCN(C)CN1C(=S)N2C3=CC=CC=C3C(=O)N(C2=N1)C,1200,Pubchem
CCCN(C)CN1C(=S)N2C3=CC=CC=C3C(=O)N(C2=N1)C,1200,Pubchem
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1CC4CCCCC4)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C(=O)CCCCCNC7=CC=CC8=C7CN(C8=O)C9CCC(=O)NC9=O)OC)C,1212,Pubchem
CCC1C(=O)N(C2=CN=C(N=C2N1C3=NN(C=C3)C)N4C=CC5=C4C=CC(=C5)C(=O)NC6CCCC6)C,1213,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)N4C=CC5=CC=CC=C54)C,1230,Pubchem
C1=CC=C(C=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1230,Pubchem
C[C@H]([C@H]1C(=O)N2[C@@H](CC[C@H]2OCCNC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N1)CO)NC(=O)C3=CC(=CC(=C3)C4=CC=C(C=C4)C(=O)O)OCCN(C)C)C(=O)N[C@@H](CC(C)C)C(=O)OC)OP(=O)(O)O,1230,Pubchem
C1=CC=C(C=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1230,Pubchem
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1CC4CCCCC4)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C(=O)CCCCCOC7=CC=CC8=C7C(=O)N(C8=O)C9CCC(=O)NC9=O)OC)C,1233,Pubchem
C1=CC=C(C(=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)C#N,1240,Pubchem
C1=CC=C(C(=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)C#N,1240,Pubchem
C1=CC=C2C(=C1)C(=O)N(C3=NNC(=S)N23)CCC(F)(F)F,1250,Pubchem
C1=CC=C2C(=C1)C(=O)N(C3=NNC(=S)N23)CCC(F)(F)F,1250,Pubchem
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1CC4CCCCC4)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)CCCCCCCOC7=CC=CC8=C7C(=O)N(C8=O)C9CCC(=O)NC9=O)OC)C,1252,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3=CN(N=C3)C)C4=C(NN=C4)C5=C(C=C(C=C5)F)F)C,1260,Pubchem
CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C,1300,Pubchem
CC(C)N1C(=O)C2=CC=CC=C2N3C1=NNC3=S,1300,Pubchem
CC(C)N1C(=O)C2=CC=CC=C2N3C1=NNC3=S,1300,Pubchem
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC=CC=C4,1301,Pubchem
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC=CC=C4,1301,Pubchem
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC=CC=C4,1301,Pubchem
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC=CC=C4,1301,Pubchem
C=CCN1C(=O)C2=CC=CC=C2N3C1=NNC3=S,1310,Pubchem
C=CCN1C(=O)C2=CC=CC=C2N3C1=NNC3=S,1310,Pubchem
CC(C1=CC=CC=C1C(F)(F)F)OC2=C(C=CC(=C2)C3=C(N=CC(=C3)C4=CC(=CS4)CN(C)C)N)C(=O)N,1320,Pubchem
CN1CCC(CC1)OC2=CC3=C(C=C2)N=CN3C4=CC(=C(S4)C(=O)N)OC,1330,Pubchem
CCCN1C(=O)C2=CC=CC=C2N3C1=NN=C3SC(=O)C,1330,Pubchem
CCCN1C(=O)C2=CC=CC=C2N3C1=NN=C3SC(=O)C,1330,Pubchem
CC[C@@H]1C2=NN=C(N2C3=CN=C(N=C3N1CC4CCCCC4)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C(=O)CCCCNC7=CC=CC8=C7CN(C8=O)C9CCC(=O)NC9=O)OC)C,1337,Pubchem
CC1=CC=C(C=C1)C2=NN(C3=NC(=O)N(C(=O)C3=N2)C)C,1349,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3=NN(C=C3)C)N4C=CN=C4C5=CC=C(C=C5)F)C,1350,Pubchem
C1=CC(=CC=C1CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)F,1350,Pubchem
C1=CC(=CC=C1CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)F,1350,Pubchem
CCN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=CC=C3Br)C,1351,Pubchem
CC1=C(SC2=C1C(=O)NC=N2)C(=O)OC,1360,Pubchem
CC1=CC=CC=C1C(=O)O/N=C\2/C=C(C(=O)C=C2C)C,1360,Pubchem
C1CN(CCC1(F)F)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1370,Pubchem
C1CN(CCC1(F)F)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1370,Pubchem
CC[C@@H]1C2=NN=CN2C3=CN=C(N=C3N1CC4=CC=CS4)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C)OC,1386,Pubchem
C1C2=CN=C(N=C2C3=C(C=CN=C3)NC1=O)NC4=CC(=C(C=C4)O)Cl,1400,Pubchem
C1=CC=C(C(=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)C(F)(F)F,1400,Pubchem
C1=CC=C(C(=C1)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)C(F)(F)F,1400,Pubchem
CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1[C@H]3CCOC3)C4=C(NN=C4)C5=NC=CS5)C,1410,Pubchem
C1=CC(=CC(=C1)F)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1420,Pubchem
C1=CC(=CC(=C1)F)CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1420,Pubchem
C1=CC2=C(C=C1F)C(=O)N(C3=NNC(=S)N23)CCCO,1440,Pubchem
C1=CC2=C(C=C1F)C(=O)N(C3=NNC(=S)N23)CCCO,1440,Pubchem
CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=CC=C3)C,1451,Pubchem
C1CCC(C1)C(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1470,Pubchem
C1CCC(C1)C(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1470,Pubchem
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC=CC(=C4)C(C)C,1476,Pubchem
CC1=NN(C2=CC(=NC=C12)N[C@@H](C)C3=CC=CC=C3)C4=CC=CC(=C4)C(C)C,1476,Pubchem
C1=CC(=CC=C1CN2C=CN=C2)C(=O)NCCCN3C(=O)C4=C(C=CC(=C4)F)N5C3=NNC5=S,1480,Pubchem
C1=CC(=CC=C1CN2C=CN=C2)C(=O)NCCCN3C(=O)C4=C(C=CC(=C4)F)N5C3=NNC5=S,1480,Pubchem
CC(C)NC(=O)CCN1C(=O)C2=C(C=CC(=C2)Cl)N3C1=NNC3=S,1490,Pubchem
CCN1C(=O)C2=CC=CC=C2N3C1=NNC3=S,1490,Pubchem
CCN1C(=O)C2=CC=CC=C2N3C1=NNC3=S,1490,Pubchem
CC(C)NC(=O)CCN1C(=O)C2=C(C=CC(=C2)Cl)N3C1=NNC3=S,1490,Pubchem
CC1=C2C=NC(=NN2C(=N1)C3=CC=CC=C3)NCC4=CC=CC=C4,1500,Pubchem
CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2)NC4=CC=C(C=C4)N5CCN(CC5)C)O,1500,Pubchem
CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CCOC)NC4=CC=C(C=C4)N5CCN(CC5)C)O,1500,Pubchem
C1CCN(CC1)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1510,Pubchem
C1CCN(CC1)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1510,Pubchem
CCC1C(=O)N(C2=CN=C(N=C2N1C3=NN(C=C3)C)N4C=CC5=C4C=CC(=C5)C(=O)NC(C)C)C,1517,Pubchem
C1COCCN1C2=CC3=C(C=C2)N4C(=S)NN=C4N(C3=O)CCC5=CC=CC=C5,1540,Pubchem
C1COCCN1C2=CC3=C(C=C2)N4C(=S)NN=C4N(C3=O)CCC5=CC=CC=C5,1540,Pubchem
CCN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=CC=C3Cl)C,1546,Pubchem
C1COC2=C(O1)C=CC(=C2)C(=O)NNC(=O)/C=C/C3=CC=C(C=C3)Cl,1550,Pubchem
C1COC2=C(O1)C=CC(=C2)C(=O)NNC(=O)/C=C/C3=CC(=CC=C3)[N+](=O)[O-],1550,Pubchem
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCCCCO/N=C/C2=C(C=CC=C2F)OC3=CC=CC=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]4CCCN4C(=O)C)OP(=O)(O)O,1550,Pubchem
CC(C1=CC=CC=C1C(F)(F)F)OC2=C(C=CC(=C2)C3=C(N=CC(=C3)C4=CC=C(C=C4)CN(C)C)N)C(=O)N,1560,Pubchem
CN1C2=C(CCC3=CN=C(N=C32)NC4=CC=CC=C4C5=CC=CC=C5)C(=N1)C(=O)N,1565,Pubchem
C1=CC(=CC=C1CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)Br,1590,Pubchem
C1=CC(=CC=C1CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)Br,1590,Pubchem
CC(C1=CC=CC=C1)NC2=NC=C(C(=N2)OCC3CCCCO3)C#N,1600,Pubchem
CCCN(CC1CC1)C2=NC(=NC=C2C#N)NCC3=CC4=C(C=C3)OCO4,1600,Pubchem
C1=CC=C(C=C1)C(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1600,Pubchem
C1=CC=C(C=C1)C(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,1600,Pubchem
C[C@@H](C1=CC=CC=C1)NC2=NC=C3C(=C2)C(=NO3)C4=CC=CC=C4,1616,Pubchem
C[C@@H](C1=CC=CC=C1)NC2=NC=C3C(=C2)C(=NO3)C4=CC=CC=C4,1616,Pubchem
CC(C)OCCCN1C(=O)C2=C(C=CC(=C2)Cl)N3C1=NNC3=S,1620,Pubchem
CC(C)OCCCN1C(=O)C2=C(C=CC(=C2)Cl)N3C1=NNC3=S,1620,Pubchem
CCCN1C(=O)C2=CC=CC=C2N3C1=NN(C3=S)CN(C)C4CC4,1630,Pubchem
