SMILE,Source,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CCC1=NNC2=CC=CC3=C(C=CC1=C32)OC,Pubchem,inactive,226.279,3.388,1,3,4.301029996
CC1=CC(=O)OC2=C1C(=CC(=C2)OC(=O)C)OC(=O)C,Pubchem,inactive,276.244,1.95202,0,6,4.301029996
C1COCCN1CC2=CC=C(C=C2)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)Cl,Pubchem,inactive,396.874,4.6845,1,4,4.301029996
C1=CC=C(C=C1)C2=C3C(=CC=C2)N=C(N=C3NCC4=CC=CC=N4)Cl,Pubchem,inactive,346.821,4.9573,1,4,4.301029996
C1=CC=C(C=C1)C2=C3C(=CC=C2)N=C(N=C3NCC4=CC=CC=N4)Cl,Pubchem,inactive,346.821,4.9573,1,4,4.301029996
CCCN1C(=O)C2=CC=CC=C2N3C1=NN=C3SC,Pubchem,inactive,274.349,2.1761,0,6,4.301029996
C1=CC=C(C=C1)CCN2C(=O)C3=CC=CC=C3N4C2=NNC4=O,Pubchem,inactive,306.325,1.5802,1,5,4.301029996
C1=CC=C(C=C1)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NN=C4N,Pubchem,inactive,323.331,2.0082,1,6,4.301029996
CC1=NN=C2N1C3=C(C=C(C=C3)F)C(=O)N2CCC4=CC=CC=C4,Pubchem,inactive,322.343,2.73442,0,5,4.301029996
C1=CC=C(C=C1)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NN=C4,Pubchem,inactive,308.316,2.426,0,5,4.301029996
CSC1=NN=C2N1C3=CC=CC=C3C(=O)N2CCC4=CC=CC=C4,Pubchem,inactive,336.42,3.0088,0,6,4.301029996
CCCN1C(=O)C2=CC=CC=C2N3C1=NN(C3=S)CC(=O)C4=CC=CC=C4,Pubchem,inactive,378.457,3.47309,0,7,4.301029996
CNC(=S)N1CN(C(=O)C2=C1C=CC(=C2)F)CCC3=CC=CC=C3,Pubchem,inactive,343.427,2.7924,1,2,4.301029996
CC(C)(C)C1CCC(CC1)C(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,Pubchem,inactive,459.591,4.20469,2,6,4.301029996
CCCN1C(=O)C2=C(C=CC(=C2)F)N3C1=NN=C3SC,Pubchem,inactive,292.339,2.3152,0,6,4.301029996
CCCN1C(=O)C2=C(C(=CC=C2)F)N3C1=NN=C3SC,Pubchem,inactive,292.339,2.3152,0,6,4.301029996
CCCN1C(=O)C2=C(C(=CC=C2)Cl)N3C1=NN=C3SC,Pubchem,inactive,308.794,2.8295,0,6,4.301029996
CCCN1C(=O)C2=C(C(=CC=C2)OC)N3C1=NN=C3SC,Pubchem,inactive,304.375,2.1847,0,7,4.301029996
CCOC1=CC=C(C=C1)C(=O)NC,Pubchem,inactive,179.219,1.4449,1,2,4.189095719
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCCCC3=CC=CC=C3,Pubchem,inactive,834.909,0.7512,8,11,4.180456064
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCCCCCCCC3=CC=CC=C3,Pubchem,inactive,891.017,2.3116,8,11,4.15490196
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCCCCC3=CC=CC=C3,Pubchem,inactive,848.936,1.1413,8,11,4.026872146
CNC(=O)C1=CC=C(C2=CC=CC=C21)OC,Pubchem,inactive,215.252,2.208,1,2,4.004364805
C1=CC(=CC=C1/C=C(\C#N)/C(=O)N)C2=CC=NC=C2,Pubchem,inactive,249.273,2.14088,1,3,4
CNC(=O)C1=CC=CC2=CC=CC=C21,Pubchem,inactive,185.226,2.1994,1,1,3.982966661
CNC(=O)C1=CC=C(C=C1)OC,Pubchem,inactive,165.192,1.0548,1,2,3.903089987
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCCCCCCC3=CC=CC=C3,Pubchem,inactive,876.99,1.9215,8,11,3.812479279
C[C@@H](CP(=O)(O)O)[C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C,Pubchem,inactive,672.677,-2.7602,9,9,3.759450752
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OC,Pubchem,inactive,688.676,-2.4221,8,11,3.698970004
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCC[C@H](CO)O,Pubchem,inactive,762.755,-3.3086,10,13,3.698970004
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CC[C@H](CO)O)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)O,Pubchem,inactive,762.755,-3.8595,10,13,3.698970004
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCC(=O)O,Pubchem,inactive,746.712,-2.5772,9,12,3.698970004
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCC3=CC=CS3,Pubchem,inactive,784.83,-0.7477,8,12,3.698970004
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCC=C,Pubchem,inactive,756.795,-0.6956,8,11,3.698970004
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCC3=CC=CC=C3,Pubchem,inactive,806.855,-0.029,8,11,3.698970004
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)OCCCCCC3=CC=CC=C3,Pubchem,inactive,820.882,0.3611,8,11,3.698970004
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)O,Pubchem,inactive,746.712,-3.1281,9,12,3.698970004
C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1C)NC(=O)[C@H](CC(C)C)NC(=O)C2CCCN2C(=O)C)OP(=O)(O)O,Pubchem,inactive,688.676,-3.0658,8,11,3.698970004
CC1=CC=C(C=C1)C2=CN(C(=O)C=N2)CC(=O)NC,Pubchem,inactive,257.293,0.96472,1,4,3.602059991
CNC(=O)C1=CC2=C(C(=C1)OC)OCCO2,Pubchem,inactive,223.228,0.826,1,4,3.522878745
C1=CC(=CC=C1/C=C/C#N)C2=CC=NC=C2,Pubchem,inactive,206.248,3.28538,0,2,3.522878745
CCOP(=O)(/C(=C/C1=CC=C(C=C1)C2=CC=NC=C2)/C#N)OCC,Pubchem,inactive,342.335,4.87918,0,5,3.522878745
CC1=NC(=NO1)C2=CC=C(C=C2)C(=O)NC,Pubchem,inactive,217.228,1.40462,1,4,3.494850022
CC1=CC2=C(C=C1)OCC(=O)N2CC(=O)NC,Pubchem,inactive,234.255,0.46642,1,3,3.455931956
CNC(=O)C1=CN(C2=CC=CC=C21)S(=O)(=O)C3=CC=CC=C3,Pubchem,inactive,314.366,2.2379,1,4,3.425968732
CNC(=O)C1CC(NN1)C2=CC(=CC=C2)OC,Pubchem,inactive,235.287,0.3488,3,4,3.420216403
CNC(=O)C1=CC2=C(C=C1)N=CC=C2,Pubchem,inactive,186.214,1.5944,1,2,3.397940009
CC1=CC2=C(S1)N=CN=C2SCC(=O)NC,Pubchem,inactive,253.352,1.83782,1,5,3.32330639
CNC(=O)C1=CC(=C(S1)C(F)(F)F)C2=CC=CC=C2,Pubchem,inactive,285.29,3.7935,1,2,3.301029996
CC1=[N+](C(C=C1C(=O)NC)CCCN2CCOCC2)C3=CC=CC=C3,Pubchem,inactive,342.463,1.9585,1,3,3.259637311
CC1=C(C=C(N1C2=CC=CC=C2)C3=CC=CC=C3)C(=O)NC,Pubchem,inactive,290.366,3.81232,1,2,3.22184875
CNC(=O)C1=C(C(=C(S1)C(F)(F)F)C2=CC=CC=C2)N,Pubchem,inactive,300.305,3.3757,2,3,3.22184875
CCOc1ccc(Nc2ncc3c(n2)-c2ccccc2NC(=O)C3)cc1,CHEMBL,inactive,346.39,3.7805,2,5,4
O=C1Cc2cnc(Nc3ccc(O)cc3)nc2-c2ncccc2N1,CHEMBL,inactive,319.324,2.4824,3,6,4.259637311
O=C1Cc2cnc(Nc3cccc(O)c3)nc2-c2ncccc2N1,CHEMBL,inactive,319.324,2.4824,3,6,4
N#Cc1cc([N+](=O)[O-])c2sc(C(N)=O)[n+]([O-])c2c1,CHEMBL,inactive,264.222,0.41348,1,6,5
Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)cc1Cl,CHEMBL,inactive,469.25,5.494,3,4,4.522878745
CC(C)N1c2nc(-n3ccnc3-c3ccc(F)cc3)ncc2N(C)C(=O)C12CCC2,CHEMBL,inactive,406.465,3.5823,0,6,4.596879479
Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,CHEMBL,inactive,455.511,3.21662,1,6,5
Nc1ccccc1NC(=O)CCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,CHEMBL,inactive,618.112,8.5654,3,6,4.568636236
COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,CHEMBL,inactive,378.384,2.7609,2,5,4
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1-c1ccc2ccncc2c1,CHEMBL,inactive,450.586,5.20992,1,4,4.602059991
CNC(=O)Cn1cc(-c2ccc(C)cc2)ncc1=O,CHEMBL,inactive,257.293,0.96472,1,4,3.602059991
CCOc1ccc(C(=O)NC)cc1,CHEMBL,inactive,179.219,1.4449,1,2,4.189095719
Cc1n[nH]c2sc(C(=O)NCc3ccccc3)cc12,CHEMBL,inactive,271.345,2.86282,2,3,4.795880017
Cc1nnc(-c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)c(C)c2)o1,CHEMBL,inactive,347.418,4.22106,1,4,4.602059991
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,CHEMBL,inactive,513.598,4.7354,2,8,5
Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,CHEMBL,inactive,439.563,4.9163,1,6,5
O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3cccnc3)n[nH]c2c1,CHEMBL,inactive,364.408,4.621,2,3,5
Nc1ccc2c(c1)nc(Cc1ccc3c(c1)OCO3)n1nc(N)nc21,CHEMBL,inactive,334.339,1.7614,2,8,5
COc1cc(-c2nc(-c3c[nH]c4ccccc34)c[nH]c2=O)cc(OC)c1OC,CHEMBL,inactive,377.4,3.611,2,5,4
NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)C(c4ccsc4)N4CCCC4)cc23)c1,CHEMBL,inactive,481.603,3.7144,3,6,4.301029996
O=C(c1sc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[n+]1[O-])N1CCCC1,CHEMBL,inactive,361.301,2.6977,0,5,4.251811973
NC(=O)c1c[nH]c(-c2ccnc(N)n2)c1,CHEMBL,inactive,203.205,0.1528,3,4,5
Cc1cc(O)ccc1Nc1ncc2c(n1)-c1ccccc1NC(=O)C2,CHEMBL,inactive,332.363,3.39582,3,5,4.698970004
O=C1Cc2cnc(Nc3ccc(O)c(Cl)c3)nc2-c2ncccc2N1,CHEMBL,inactive,353.769,3.1358,3,6,4
C=CS(=O)(=O)N1CCC[C@@H]1Cn1cc(-c2ccc3c(c2)OCO3)c2c(N)ncnc21,CHEMBL,inactive,427.486,2.3469,1,8,5
Cc1n[nH]c2sc(C(N)=O)cc12,CHEMBL,inactive,181.22,1.03172,2,3,4.698970004
COc1cc2ncn(-c3cc(OCC4CCCO4)c(C#N)s3)c2cc1OC,CHEMBL,inactive,385.445,3.53368,0,8,5
O=C1Cc2cnc3cc(-c4ccccc4)nn3c2-c2cnccc2N1,CHEMBL,inactive,327.347,2.9529,1,5,4
O=C1Cc2cnc3cc(-c4ccccc4)nn3c2-c2ncccc2N1,CHEMBL,inactive,327.347,2.9529,1,5,4
O=C1Cc2cnc(Nc3ccc(Br)cc3)nc2-c2ccccc2N1,CHEMBL,inactive,381.233,4.1443,2,4,4
CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1,CHEMBL,inactive,369.429,0.4974,2,7,5
Cc1n[nH]c2sc(C(N)=O)c(NC(=O)COc3ccccc3)c12,CHEMBL,inactive,330.369,2.04922,3,5,4
CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCC[C@H]4CN4CCCC4)cc3OC(F)(F)F)nc1-2,CHEMBL,inactive,716.809,6.6954,2,9,5
Cc1ccc(C2=Nc3c(N)ncnc3NCC2)cc1,CHEMBL,inactive,253.309,2.30362,2,5,4
O=C1Cc2cnc3ccnn3c2-c2ccccc2N1,CHEMBL,inactive,250.261,1.8909,1,4,4
C[C@@H](Oc1cc(-n2cnc3cc(OC4CCN(C)CC4)ccc32)ccc1C(N)=O)c1ccccc1C(F)(F)F,CHEMBL,inactive,538.57,5.7562,1,6,4.289882635
CC(Oc1cc(-n2cnc3cc(OCCCN(C)C)ccc32)ccc1C(N)=O)c1ccccc1C(F)(F)F,CHEMBL,inactive,526.559,5.6137,1,6,4.818156412
O=C1Cc2cnc(Nc3ccc([N+](=O)[O-])cc3)nc2-c2ccccc2N1,CHEMBL,inactive,347.334,3.29,2,6,4
O=C1Cc2cnc(Nc3ccc(O)cc3)nc2-c2ccccc2N1,CHEMBL,inactive,318.336,3.0874,3,5,4
Cn1c(=O)c2cc3c(nc2n(C)c1=O)-c1cnccc1NC(=O)C3,CHEMBL,inactive,323.312,0.1888,1,7,4
Cn1nc(C(N)=O)c2c1-c1nc(Nc3cccc([N+](=O)[O-])c3)ncc1CC2,CHEMBL,inactive,365.353,1.7264,2,8,5
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,CHEMBL,inactive,302.238,1.988,5,7,4.899629455
COc1cc2c(cc1Cl)C(c1cccc(Cl)c1)=NCC2,CHEMBL,inactive,306.192,4.3955,0,2,5
Cc1nc(N)sc1-c1ccnc(Nc2ccc(O)cc2)n1,CHEMBL,inactive,299.359,2.93992,3,7,4.602059991
Cn1nc(C(=O)NC2CC2)c2c1-c1nc(Nc3ccccc3)ncc1CC2,CHEMBL,inactive,360.421,2.6115,2,6,5
Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,CHEMBL,inactive,467.457,3.6644,2,7,5
Cc1ccc(O)cc1CC[C@@H]1[C@H](O)CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)[C@@H](O)C[C@@H]12,CHEMBL,inactive,416.646,5.86982,3,3,4
CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCCN(C)CC4)cc3OC)nc1-2,CHEMBL,inactive,622.774,4.8827,2,9,5
Cc1n[nH]c2sc(C(N)=O)c(NC(=O)c3ccccc3Cl)c12,CHEMBL,inactive,334.788,2.93742,3,4,4.638272164
O=C(NCCc1ccccc1)c1cc2c(-c3ccccc3)[nH]nc2s1,CHEMBL,inactive,347.443,4.2639,2,3,4.769551079
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)C1CC1,CHEMBL,inactive,401.491,4.71448,1,4,5
Cn1nc(C(=O)Nc2ccccc2)c2c1-c1nc(Nc3ccccc3)ncc1CC2,CHEMBL,inactive,396.454,3.9716,2,6,5
CCCOc1ccc(C(=O)NC)cc1,CHEMBL,inactive,193.246,1.835,1,2,4.530177984
O=C1Cc2cnc(Nc3ccc(I)cc3)nc2-c2ccccc2N1,CHEMBL,inactive,428.233,3.9864,2,4,4.823908741
Cn1c(-c2ccnc(Nc3ccc(O)cc3)n2)nc2ccccc21,CHEMBL,inactive,317.352,3.4795,2,6,4.920818754
COC(=O)c1cc(O)c(O)c(C[C@]2(C)[C@@H](C)CC[C@@]3(C)C(C)=CCC[C@@H]23)c1,CHEMBL,inactive,372.505,5.2257,2,4,4.663540266
Cn1cc(C(N)=O)cc1-c1ccnc(Nc2cc(N3CCN(C(=O)OC(C)(C)C)CC3)ccc2OC(F)(F)F)n1,CHEMBL,inactive,561.565,4.2803,2,9,5
CCOc1ccc(Nc2ncc3c(n2)-c2ncccc2NC(=O)C3)cc1,CHEMBL,inactive,347.378,3.1755,2,6,4
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,CHEMBL,inactive,637.036,6.79142,4,6,5
CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CC[C@H](N)C3)c21,CHEMBL,inactive,342.363,0.2566,2,9,5
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL,inactive,398.482,3.33494,3,3,5
N#Cc1sc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[n+]1[O-],CHEMBL,inactive,289.194,2.33338,0,5,4.677780705
CNc1ccc(C(=O)NCCn2cc(C=C3C(=O)NC(=O)NC3=O)c(-c3ccccc3)n2)cc1,CHEMBL,inactive,458.478,1.7712,4,7,4.786482243
CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,CHEMBL,inactive,386.455,4.2375,2,5,5
Nc1nc(N)c2c(n1)NCCC(c1cccc(Cl)c1)=N2,CHEMBL,inactive,288.742,2.2308,3,6,4
Nc1ncnc2c1N=C(c1ccc(Cl)cc1)CCN2,CHEMBL,inactive,273.727,2.6486,2,5,4
CCCCNC(=O)c1cc2c(C)n[nH]c2s1,CHEMBL,inactive,237.328,2.46272,2,3,4.698970004
COc1cccc(F)c1-c1ccnc(Nc2ccc(S(=O)(=O)Nc3nnc(C)s3)cc2)n1,CHEMBL,inactive,472.527,3.99562,2,9,4.903089987
CNC(=O)c1ccc(OC)cc1,CHEMBL,inactive,165.192,1.0548,1,2,3.903089987
Cc1ccc(NC(=O)Nc2nnc(Sc3ncnc4cc(OCCCN5CCOCC5)ccc34)s2)cc1,CHEMBL,inactive,537.671,4.68602,2,10,5
CCC1C(=O)N(C)c2cnc(-n3ccc4cc(F)ccc43)nc2N1c1ccn(C)n1,CHEMBL,inactive,405.437,3.1862,0,7,5
CNc1nccc(-c2cccnc2Oc2ccc(Nc3nnc(-c4ccc(F)cc4)c4ccccc34)cc2)n1,CHEMBL,inactive,515.552,6.8655,2,8,4.602059991
Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2,CHEMBL,inactive,431.5,1.7913,2,7,5
Cc1ccc(Nc2ncc3c(n2)-c2ccccc2NC(=O)C3)cc1,CHEMBL,inactive,316.364,3.69022,2,4,4
CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,CHEMBL,inactive,530.655,0.4098,2,9,5
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1C1COC1,CHEMBL,inactive,408.437,2.4286,0,7,4.301029996
O=C1/C(=C\c2ccc(O)c(O)c2)Oc2ccccc21,CHEMBL,inactive,254.241,2.714,2,4,4
CCCn1c(=O)c2cccc(OC)c2n2c(SC)nnc12,CHEMBL,inactive,304.375,2.1847,0,7,4.301029996
O=C(Nc1cccc(-c2ccnc3cc(-c4ccncc4)nn23)c1)c1cccc(C(F)(F)F)c1,CHEMBL,inactive,459.431,5.7294,1,5,4.301029996
CC(Oc1cc(-c2nc(-c3cccc(CN(C)C)c3)cnc2N)ccc1C(N)=O)c1ccccc1C(F)(F)F,CHEMBL,inactive,535.57,5.7121,2,6,4.91721463
O=C1Cc2cnc3ncnn3c2-c2ncccc2N1,CHEMBL,inactive,252.237,0.6809,1,6,4
COc1ccc2c(c1)NC(=O)Cc1cc3c(=O)n(C)c(=O)n(C)c3nc1-2,CHEMBL,inactive,352.35,0.8024,1,7,4
CNc1nc2oc(-c3ccccc3)nc2c2c1ncn2C,CHEMBL,inactive,279.303,2.8182,1,6,4.301029996
Cn1c(-c2ccnc(Nc3ccc(Cl)cc3)n2)nc2ccccc21,CHEMBL,inactive,335.798,4.4273,1,5,4
O=C1NC(=O)C(=Cc2cn(CCN3CCOCC3)nc2-c2ccccc2)C(=O)N1,CHEMBL,inactive,395.419,0.6317,2,7,4.148558185
Cc1nc(-c2ccccc2)n2nc(NCCCN3CCOCC3)ncc12,CHEMBL,inactive,352.442,2.23392,1,7,5
Cc1nc(-c2ccccc2)n2nc(Nc3cccc(C(F)(F)F)c3)ncc12,CHEMBL,inactive,369.35,4.86212,1,5,5
COC(=O)c1cc2c(C)n[nH]c2s1,CHEMBL,inactive,196.231,1.71942,1,4,4
CNc1nc2c(nc(-c3ccccc3)n2C)c2c1ncn2C,CHEMBL,inactive,292.346,2.5637,1,6,4.920818754
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)[C@@H](C)OP(=O)(O)O,CHEMBL,inactive,675.633,-2.4769,9,10,4.831502516
CNc1nc(C)c(-c2ccnc(Nc3ccc(O)cc3)n2)s1,CHEMBL,inactive,313.386,3.39942,3,7,5
CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,CHEMBL,inactive,570.61,3.839,2,12,5
CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCC[C@@H]4CN4CCCC4)cc3OC(F)(F)F)nc1-2,CHEMBL,inactive,716.809,6.6954,2,9,5
CCOc1ccc(Nc2nccc(-c3nc4ccccc4n3C)n2)cc1,CHEMBL,inactive,345.406,4.1726,1,6,4
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)[C@@H](C)OP(=O)(O)O,CHEMBL,inactive,675.633,-2.4769,9,10,4.494443061
Cc1ccc(NC(=O)c2ccnc(N3CCCC3)c2)cc1-c1ccc2c(C3CCNCC3)noc2c1,CHEMBL,inactive,481.6,5.51772,2,6,4.602059991
COc1cc2c(cc1Cl)C(c1ccc(Cl)c(Cl)c1)=NCC2,CHEMBL,inactive,340.637,5.0489,0,2,5
COc1cc(-c2ccc3c(c2)Nc2ccc(C(C)(C)C(=O)Nc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1N,CHEMBL,inactive,577.685,6.0066,4,7,5
CN1CCC(n2nc(C(N)=O)c3c2-c2nc(Nc4ccccc4)ncc2CC3)CC1,CHEMBL,inactive,403.49,2.5479,2,7,5
O=C1NC(=O)C(=Cc2cn(-c3ccccc3)nc2-c2ccccc2)C(=O)N1,CHEMBL,inactive,358.357,2.2887,2,5,4.492548939
O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,CHEMBL,inactive,476.87,5.868,2,5,4.27572413
Cc1ccc(O)cc1CC[C@@H]1[C@@H](O)CC[C@]2(C)[C@@H]([C@H](C)/C=C/CC(C)C)CC[C@@H]12,CHEMBL,inactive,398.631,6.67502,2,2,4
NC(=O)c1nn(-c2ccccc2)c2c1CCc1cnc(Nc3ccccc3)nc1-2,CHEMBL,inactive,382.427,3.2704,2,6,5
CC(C)CCn1c(=O)c2ccc(C(=O)NC3CCCC3)cc2n2c(=S)[nH]nc12,CHEMBL,inactive,399.52,3.42529,2,6,4.954285941
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)[C@@H](C)OP(=O)(O)O,CHEMBL,inactive,675.633,-2.4769,9,10,4.657577319
CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccccc3OC)nc1-2,CHEMBL,inactive,482.588,5.105,2,7,5
CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCC[C@@H]4CN4CCCC4)cc3OC)nc1-2,CHEMBL,inactive,662.839,5.8054,2,9,5
CNC(=O)c1cc(-c2cccc(OC)c2)n[nH]1,CHEMBL,inactive,231.255,1.4449,2,3,3.420216403
CNC(=O)CSc1ncnc2sc(C)cc12,CHEMBL,inactive,253.352,1.83782,1,5,3.32330639
CNC(=O)c1ccc(-c2noc(C)n2)cc1,CHEMBL,inactive,217.228,1.40462,1,4,3.494850022
CCc1ccc(C(=O)NC)cc1,CHEMBL,inactive,163.22,1.6086,1,1,4.782516056
O=C1Cc2cnc(Nc3ccccc3)nc2-c2ccccc2N1,CHEMBL,inactive,302.337,3.3818,2,4,4
Nc1nc(N)c2c(n1)NCCC(c1ccccc1)=N2,CHEMBL,inactive,254.297,1.5774,3,6,4
Cn1nc(C(=O)Nc2ccccc2)c2c1-c1nc(Nc3ccccc3)ncc1CC2,CHEMBL,inactive,396.454,3.9716,2,6,5
CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccccc3OC(F)(F)F)nc1-2,CHEMBL,inactive,536.558,5.995,2,7,5
CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCC[C@H]4CN4CCCC4)cc3OC)nc1-2,CHEMBL,inactive,662.839,5.8054,2,9,5
COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1OC,CHEMBL,inactive,445.519,3.5318,3,5,5
C[C@H](Nc1cc2c(Cc3ccccc3)noc2cn1)c1ccccc1,CHEMBL,inactive,329.403,4.9867,1,4,4.698970004
